LandmarkID,Name,Functn,Structure,EditBy,EditDate,Location 1,EditState
7000362,Educare Program,"6140: Technical, trade, and other specialty schools",4230: Trade or specialty school facility,waldrosr,05/12/2010 02:50:03 PM,"(37.55196396, -77.43821613)",complete
7000502,Richmond Career Education Center,"6140: Technical, trade, and other specialty schools",4230: Trade or specialty school facility,waldrosr,05/12/2010 02:47:42 PM,"(37.58039892, -77.4700547799999)",complete
7009151,Virginia Treatment Center,6125: Alternate education services,4100: Medical facility,waldrosr,05/12/2010 02:42:02 PM,"(37.54265696, -77.4304131199999)",incomplete
7009150,Richmond Detention Center,6125: Alternate education services,"4600: Jails, penitentiaries, detention centers, and other correctional facilities",waldrosr,05/12/2010 02:38:35 PM,"(37.54919503, -77.42450444)",incomplete
7000048,Richmond Acceleration Program (Blackwell Annex),6125: Alternate education services,4210: Grade school,waldrosr,05/12/2010 02:34:05 PM,"(37.51718941, -77.4428934299999)",complete
7000400,MathScience Innovation Center,6125: Alternate education services,4210: Grade school,waldrosr,05/12/2010 02:32:05 PM,"(37.5564099799999, -77.4000001999999)",complete
7009149,Hospital Education,6126: Adult education services,4110: Hospital building,waldrosr,05/12/2010 02:27:23 PM,"(37.57086436, -77.4504236899999)",incomplete
7000115,Franklin Military Academy,6125: Alternate education services,4210: Grade school,waldrosr,05/12/2010 02:13:43 PM,"(37.52873858, -77.4038790099999)",complete
7000178,Open High School,6125: Alternate education services,4210: Grade school,waldrosr,05/12/2010 02:13:05 PM,"(37.5376333299999, -77.45067747)",complete
7000473,Saint Catherines School,6120: Grade schools,4210: Grade school,waldrosr,05/12/2010 02:06:55 PM,"(37.57257898, -77.5212521299999)",needs research
7000296,Saint Andrews School,6120: Grade schools,4210: Grade school,waldrosr,05/12/2010 02:06:50 PM,"(37.54201924, -77.45254327)",incomplete
7009148,Paradise Garage,2110: Automobile sales or service establishment,2280: Automobile repair and service structures,rosewl,11/17/2009 08:26:04 PM,"(37.54801313, -77.46428563)",complete
7007958,United Daughters of the Confederacy National Headquarters,"6830: Civic, social, and fraternal organizations",4000: Institutional or community facilities,waldrosr,10/28/2009 10:07:07 AM,"(37.5571022199999, -77.47375286)",complete
7007957,Southern Stove Works Manchester,1000: Residence or accommodation functions,2600: Industrial buildings and structures,waldrosr,10/28/2009 10:03:32 AM,"(37.51793783, -77.4322438399999)",complete
7001586,Southern Stove Works,1000: Residence or accommodation functions,2600: Industrial buildings and structures,waldrosr,10/28/2009 10:01:48 AM,"(37.5623681699999, -77.46010812)",complete
7007956,Richmond and Chesapeake Bay Railroad Car Barn,9900: Unclassifiable function,5700: Railroad facility,waldrosr,10/28/2009 09:58:35 AM,"(37.55827018, -77.4466314999999)",complete
7007955,Lock Lane Condominiums,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,10/28/2009 09:54:29 AM,"(37.5659776999999, -77.5025512299999)",complete
7007954,Jeff Davis Highway Marker - United Daughters of the Confederacy,3440: Signs,"4700: Cemetery, monument, tombstone, or mausoleum",waldrosr,10/28/2009 09:53:35 AM,"(37.51268992, -77.44819476)",complete
7007952,Marshall Street Apartments,1000: Residence or accommodation functions,4000: Institutional or community facilities,waldrosr,10/28/2009 09:50:25 AM,"(37.54511644, -77.4384689799999)",complete
7007953,Green's Farm,1000: Residence or accommodation functions,"8000: Sheds, farm buildings, or agricultural facilities",waldrosr,10/28/2009 09:50:03 AM,"(37.58248916, -77.5294519299999)",complete
7000686,Fairmount House,1000: Residence or accommodation functions,4210: Grade school,waldrosr,10/28/2009 09:47:46 AM,"(37.54375555, -77.4127487599999)",complete
7007950,Elliot Grays Marker,3440: Signs,"4700: Cemetery, monument, tombstone, or mausoleum",waldrosr,10/28/2009 09:43:31 AM,"(37.5033538799999, -77.4465954)",complete
7000959,Chamberlayne Gardens,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,10/28/2009 08:57:05 AM,"(37.59734136, -77.4488715399999)",complete
7007948,Boyd House,6130: Colleges and Universities,1000: Residential buildings,waldrosr,10/28/2009 08:56:40 AM,"(37.5773072, -77.52778659)",complete
7007949,Seven Hills School,6120: Grade schools,6410: Gas storage and distribution facility,waldrosr,10/28/2009 08:55:47 AM,"(37.5648694599999, -77.4531935899999)",complete
7001598,BCWH Architects,"2400: Business, professional, scientific, and technical services",2200: Store or shop building,waldrosr,10/23/2009 03:42:26 PM,"(37.5566645199999, -77.45999695)",complete
7000888,Hunt-Sitterding House,6130: Colleges and Universities,1000: Residential buildings,waldrosr,10/22/2009 03:09:07 PM,"(37.54696654, -77.45298237)",complete
7000159,E.H.S. Greene Elementary School,6121: Elementary,4210: Grade school,waldrosr,10/19/2009 07:02:53 AM,"(37.4903132399999, -77.4765044499999)",complete
7000396,Benedictine High School,6120: Grade schools,4210: Grade school,waldrosr,10/14/2009 08:57:34 AM,"(37.55783764, -77.47606084)",complete
7000782,Ballroom Pavilion,"6800: Associations, nonprofit organizations, etc","3400: Exhibition, convention, or conference structure",rosewl,08/11/2009 03:16:59 PM,"(37.54329405, -77.43747032)",needs research
7000249,State Capitol,6210: Legislative and executive functions,3600: Capitol buildings,rosewl,08/11/2009 03:11:54 PM,"(37.5388011599999, -77.43357482)",complete
7000340,Cathedral of the Sacred Heart,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,08/11/2009 03:01:39 PM,"(37.54737389, -77.45177943)",complete
7000919,The American Civil War Center At Historic Tredegar,5210: Museum,2100: Office or bank building,rosewl,08/11/2009 02:58:04 PM,"(37.5355193199999, -77.44497294)",needs research
7000219,Tredegar Gun Foundry,5210: Museum,2600: Industrial buildings and structures,rosewl,08/11/2009 02:52:19 PM,"(37.5351271199999, -77.44474703)",complete
7007151,Westminster Canterbury Richmond,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,08/11/2009 02:39:12 PM,"(37.59741168, -77.4624273499999)",complete
7000339,Boat Lake Pier,"5000: Arts, entertainment, and recreation","5520: Pier, dock, wharf, or jetty",rosewl,08/11/2009 02:26:13 PM,"(37.54716502, -77.4775900599999)",needs research
7000978,Boat Lake,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,08/11/2009 02:25:44 PM,"(37.54710655, -77.4763788199999)",needs research
7000979,Byrd Park Roundhouse,"5000: Arts, entertainment, and recreation",3800: Other community structures,rosewl,08/11/2009 02:23:42 PM,"(37.54497081, -77.47548931)",needs research
7000348,Maymont Park,"5000: Arts, entertainment, and recreation",9100: Not applicable to this dimension,rosewl,08/11/2009 02:20:16 PM,"(37.5341556999999, -77.4746173099999)",complete
7007150,Union Theological Seminary and Presbyterian School of Christian Education,6130: Colleges and Universities,4220: College or university facility,rosewl,08/11/2009 02:17:00 PM,"(37.5789268699999, -77.4493141199999)",complete
7007149,University of Richmond,6130: Colleges and Universities,4220: College or university facility,rosewl,08/11/2009 02:15:04 PM,"(37.57578549, -77.5387910299999)",complete
7007148,Virginia Union University,6130: Colleges and Universities,4220: College or university facility,rosewl,08/11/2009 02:09:49 PM,"(37.5608835399999, -77.45166249)",complete
7000580,Ellison Hall,6130: Colleges and Universities,4220: College or university facility,rosewl,08/11/2009 01:58:39 PM,"(37.5610077799999, -77.4502974499999)",complete
7001420,Watts Hall,6130: Colleges and Universities,4220: College or university facility,rosewl,08/11/2009 01:45:17 PM,"(37.5789268699999, -77.4493141199999)",complete
7001488,First Market Stadium,6130: Colleges and Universities,3300: Sports stadium or arena,rosewl,08/11/2009 01:24:09 PM,"(37.58089944, -77.5368345899999)",needs research
7000494,Pitt Field,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,08/11/2009 01:22:48 PM,"(37.5788433399999, -77.54121967)",complete
7000533,John Marshall High School,6123: Senior,4210: Grade school,rosewl,08/11/2009 12:25:19 PM,"(37.5941275799999, -77.4470850799999)",complete
7000471,Thomas Jefferson High School,6123: Senior,4210: Grade school,rosewl,08/11/2009 12:23:34 PM,"(37.5712872, -77.4863901199999)",complete
7000214,George Mason Elementary School,6121: Elementary,4210: Grade school,rosewl,08/11/2009 10:12:52 AM,"(37.5348469999999, -77.4111533899999)",complete
7000425,Albert V Norrell Elementary School,9990: To be determined,4210: Grade school,rosewl,08/11/2009 10:00:31 AM,"(37.5630070899999, -77.4378281999999)",needs research
7000428,Albert V Norrell Annex Elementary School,9990: To be determined,4210: Grade school,rosewl,08/11/2009 10:00:19 AM,"(37.56401614, -77.4358098499999)",needs research
7000382,Whitcomb Court Elementary School,9990: To be determined,4210: Grade school,rosewl,08/11/2009 09:59:44 AM,"(37.5542610899999, -77.4187679599999)",needs research
7000043,Patrick Henry Elementary  School,9990: To be determined,4210: Grade school,rosewl,08/11/2009 09:58:56 AM,"(37.51607353, -77.4698676799999)",needs research
7000960,Movieland at Boulevard Square,"5110: Theater, dance, or music establishment",2600: Industrial buildings and structures,rosewl,08/10/2009 03:49:50 PM,"(37.56674616, -77.4676730099999)",complete
7000781,Byrd Theatre,"5110: Theater, dance, or music establishment",3120: Movie theater,rosewl,08/10/2009 03:46:14 PM,"(37.5522931699999, -77.47792857)",needs research
7000194,Richmond Fire Station 1,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/10/2009 03:33:31 PM,"(37.5325653499999, -77.4195756499999)",needs research
7000243,Ethyl Corporation,"3300: Chemicals, and metals, machinery, and electronics manufacturing",2000: Commercial buildings and other specialized structures,rosewl,08/10/2009 03:23:50 PM,"(37.53774749, -77.4443016799999)",complete
7000281,Ethyl Corporation Facility,"3300: Chemicals, and metals, machinery, and electronics manufacturing",2000: Commercial buildings and other specialized structures,rosewl,08/10/2009 03:23:45 PM,"(37.54024583, -77.4484499099999)",needs research
7000848,VCU Blanton House,6130: Colleges and Universities,1000: Residential buildings,rosewl,07/12/2009 04:46:00 PM,"(37.54918758, -77.45194757)",complete
7004750,North Avenue Undeveloped Open Space (Atlas Park),5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 10:45:33 AM,"(37.5867049599999, -77.43822894)",needs research
7001635,Meadow Street Triangle Park (Custshaw Place),5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 10:42:32 AM,"(37.55366841, -77.46269476)",complete
7000672,Mashore Playground (Old Pilkington Playground),"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,waldrosr,06/07/2009 10:41:54 AM,"(37.5141926, -77.4534060099999)",complete
7003961,"Lt Charles Bland, Sr Park (Triangle Park)",5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 10:41:11 AM,"(37.5664647199999, -77.4368445199999)",complete
7000167,James River - Pumphouse Park (3 Mile Lock Park Area),5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 10:40:08 AM,"(37.53666751, -77.4871657799999)",complete
7000196,James River - North Bank Park (Texas Beach),"5300: Amusement, sports, or recreation establishment","5110: Pedestrian trail, sidewalks, etc",waldrosr,06/07/2009 10:39:22 AM,"(37.5294373699999, -77.4700905499999)",complete
7003954,Horace Edwards Playground (Clark Springs School),"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,waldrosr,06/07/2009 10:38:14 AM,"(37.5396038299999, -77.45915166)",complete
7000490,Highland Park Plaza Community Center (Anne Hardy Plaza),"5300: Amusement, sports, or recreation establishment",3800: Other community structures,waldrosr,06/07/2009 10:37:17 AM,"(37.5753186, -77.41697589)",complete
7000085,Gillies Creek Nature Area (Fulton Park),"5300: Amusement, sports, or recreation establishment",9100: Not applicable to this dimension,waldrosr,06/07/2009 10:36:06 AM,"(37.52207931, -77.40644401)",complete
7000047,Fonticello Playground (Carter Jones Park),"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,waldrosr,06/07/2009 10:35:37 AM,"(37.5160647499999, -77.4605985)",needs research
7000538,Bryan Park (Joseph Bryan Park),5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 10:34:01 AM,"(37.59734619, -77.46714113)",complete
7000691,Bojangles Triangle Park (Bill Robinson Square),"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",waldrosr,06/07/2009 10:32:08 AM,"(37.54939249, -77.44040275)",needs research
7000051,Blackwell Community Center (Charlie D Sydnor Playground),"5300: Amusement, sports, or recreation establishment",4210: Grade school,waldrosr,06/07/2009 10:31:16 AM,"(37.5164136499999, -77.44389662)",complete
7000694,Chimborazo Playground (closed 1/2005),"5300: Amusement, sports, or recreation establishment","6970: Outdoor stage, bandstand, or similar structure",waldrosr,06/07/2009 10:29:19 AM,"(37.52811389, -77.4150477599999)",complete
7000030,Ashbury Triangle Park (Lombardy Triangle),5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 10:28:18 AM,"(37.5508874499999, -77.4586841299999)",needs research
7000683,Yancey Street Tot Lot,"5370: Fitness, recreational sports, gym, or athletic club",6940: Playground equipment,waldrosr,06/07/2009 10:25:32 AM,"(37.55985561, -77.4335915)",complete
7006363,William Fox Playground,"5370: Fitness, recreational sports, gym, or athletic club",6940: Playground equipment,waldrosr,06/07/2009 10:14:00 AM,"(37.55470496, -77.46787034)",complete
7006362,Whitcomb Court Community Center and Playground,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,waldrosr,06/07/2009 10:10:10 AM,"(37.5562074099999, -77.4191993799999)",complete
7006361,Westview Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 09:57:03 AM,"(37.57700812, -77.5192526)",complete
7000076,Washington Square Park (Hustings Square),5500: Natural and other recreational parks,3800: Other community structures,waldrosr,06/07/2009 09:48:11 AM,"(37.52202125, -77.44167036)",complete
7000355,University of Richmond Stadium (City Stadium),6130: Colleges and Universities,3300: Sports stadium or arena,waldrosr,06/07/2009 09:36:26 AM,"(37.5495396399999, -77.48667668)",complete
7006360,Travel Land Park (inactive),5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 09:30:40 AM,"(37.5740402899999, -77.46194232)",complete
7006359,Thomas Square,5500: Natural and other recreational parks,"6950: Fountain, sculpture, etc",waldrosr,06/07/2009 09:23:11 AM,"(37.5418764799999, -77.46071141)",complete
7006358,Thompson Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,waldrosr,06/07/2009 09:19:16 AM,"(37.5330114799999, -77.5395088899999)",complete
7006357,Thomas Jefferson Tot Log,"5370: Fitness, recreational sports, gym, or athletic club",6940: Playground equipment,waldrosr,06/07/2009 09:15:28 AM,"(37.5711608499999, -77.48743937)",complete
7006356,Third Avenue Tot Log,"5370: Fitness, recreational sports, gym, or athletic club",6940: Playground equipment,waldrosr,06/07/2009 09:03:59 AM,"(37.56012125, -77.42392972)",complete
7000069,Taylor's Hill Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 08:59:46 AM,"(37.5322019299999, -77.4232701899999)",complete
7006355,Texas Avenue Open Space,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/07/2009 08:57:43 AM,"(37.5320406199999, -77.4686393199999)",complete
